Name,Link to profile,Post content,Link to post,source_topic,clean_content,source,importance,chunk_id,investors,funding_amount,funding_amount_pretty,funding_stage
Applied Labs,,"At Applied Labs, we are building frontier AI agents and AI applications for growing businesses. We are at an inflection point for AI applications where every company can now get real, significant impact. We are obsessed with helping our customers deliver exceptional customer support with AI agents and humans in the loop.",https://appliedlabs.ai/,AI,"At Applied Labs, we are building frontier AI agents and AI applications for growing businesses. We are at an inflection point for AI applications where every company can now get real, significant impact. We are obsessed with helping our customers deliver exceptional customer support with AI agents and humans in the loop.",Startups Gallery,1.0,,"Abstract Ventures, Point72 Ventures",4200000.0,$4.2M,Seed
Method,,"Method Financial empowers real-time data and payment access for consumer liabilities. Using consumer’s consent, Method can securely connect all of a user’s liabilities, retrieve comprehensive data, and enable payment access.",https://methodfi.com/,Fintech,"Method Financial empowers real-time data and payment access for consumer liabilities. Using consumer’s consent, Method can securely connect all of a user’s liabilities, retrieve comprehensive data, and enable payment access.",Startups Gallery,1.0,,"Andreessen Horowitz, Emergence Capital, Sv Angel, Y Combinator",42000000.0,$42M,Series B
Neko,,Neko Health is a Swedish health-tech company co-founded in 2018 by Hjalmar Nilsonne and Daniel Ek. Neko's vision is to create a healthcare system that can help people stay healthy through preventive measures and early detection. This requires completely reimagining the patient's experience and incorporating the latest advances in sensors and AI.,https://www.nekohealth.com/gb/en,Health & Wellness,Neko Health is a Swedish health-tech company co-founded in 2018 by Hjalmar Nilsonne and Daniel Ek. Neko's vision is to create a healthcare system that can help people stay healthy through preventive measures and early detection. This requires completely reimagining the patient's experience and incorporating the latest advances in sensors and AI.,Startups Gallery,1.0,,"Atomico, General Catalyst, Lakestar, Lightspeed Venture Partners",260000000.0,$260M,Series B
Teal,,"Teal helps individuals advocate for themselves and build meaningful careers. The company provides content, tools, and support to help people navigate change and drive their careers.",https://www.tealhq.com/?ref=startups.gallery,Education,"Teal helps individuals advocate for themselves and build meaningful careers. The company provides content, tools, and support to help people navigate change and drive their careers.",Startups Gallery,1.0,,"Alpaca Vc, City Light Capital, Flybridge, Lerer Hippeau",7500000.0,$7.5M,Series A
StackBlitz,,"StackBlitz is on a mission to bring web development into the browser. We are already trusted by over 1M developers every month. Our users are globally distributed and use StackBlitz for learning, collaboration, open source projects, and at work on world-class development teams. Creators of https://bolt.new/",https://stackblitz.com/,DevTools,"StackBlitz is on a mission to bring web development into the browser. We are already trusted by over 1M developers every month. Our users are globally distributed and use StackBlitz for learning, collaboration, open source projects, and at work on world-class development teams. Creators of https://bolt.new/",Startups Gallery,1.0,,"Conviction Capital, Emergence Capital, Flex Capital, Google Ventures, Madrona",105500000.0,$105.5M,Series B
Music AI,,"Salt Lake City, United States",https://music.ai/,,"Salt Lake City, United States",Startups Gallery,1.0,,,,,
Render,,Render offers a cloud for developers and teams to host any application or website. The company’s goal is to completely eliminate the need to manage servers by offering a cloud with developer experience combined with incredible flexibility and power.,https://www.render.com/,DevTools,Render offers a cloud for developers and teams to host any application or website. The company’s goal is to completely eliminate the need to manage servers by offering a cloud with developer experience combined with incredible flexibility and power.,Startups Gallery,1.0,,"Addition, Bessemer Venture Partners, General Catalyst, Georgian, South Park Commons",80000000.0,$80M,Series C
Baton,,"Baton is a marketplace for buying and selling small businesses. We guide small business owners through the complex challenge of selling their business. Sellers appreciate how our platform helps them seamlessly go from listing to closing with support from our team whenever they need. Buyers know us for our quality of listings, our innovative features, and our speed to close.",https://www.baton.market/,Fintech,"Baton is a marketplace for buying and selling small businesses. We guide small business owners through the complex challenge of selling their business. Sellers appreciate how our platform helps them seamlessly go from listing to closing with support from our team whenever they need. Buyers know us for our quality of listings, our innovative features, and our speed to close.",Startups Gallery,1.0,,"Bloomberg Beta, Obvious Ventures, Wndrco",10000000.0,$10M,Series A
1Money,,"Our mission at 1Money is to dramatically reduce the costs of money movement while increasing the earning power of our customers worldwide, all through the adoption of stablecoins. We believe that our 1Money Network will bridge the gap between current Web3 use and mainstream adoption by making stablecoin payments accessible and user-friendly for everyone.",https://www.1moneynetwork.com/,Web3,"Our mission at 1Money is to dramatically reduce the costs of money movement while increasing the earning power of our customers worldwide, all through the adoption of stablecoins. We believe that our 1Money Network will bridge the gap between current Web3 use and mainstream adoption by making stablecoin payments accessible and user-friendly for everyone.",Startups Gallery,1.0,,"F Prime Capital, Galaxy Ventures, Pharsalus, Portage, Tribe Capital",20000000.0,$20M,Seed
Nilus,,"Nilus is an AI-powered treasury platform that enables finance teams to maximize their cash performance with real-time visibility across all accounts. Companies like Resident, Taboola and Alloy trust Nilus to reduce manual work in cash positioning, forecasting, and reconciliation, and provide strategic insights to help finance leaders make better financial decisions.",https://www.nilus.com/,Fintech,"Nilus is an AI-powered treasury platform that enables finance teams to maximize their cash performance with real-time visibility across all accounts. Companies like Resident, Taboola and Alloy trust Nilus to reduce manual work in cash positioning, forecasting, and reconciliation, and provide strategic insights to help finance leaders make better financial decisions.",Startups Gallery,1.0,,"Bessemer Venture Partners, Better Tomorrow Ventures, Felicis, Vesey Ventures",10000000.0,$10M,Series A
Slingshot AI,,"Slingshot AI is the team behind Ash, the first AI designed for therapy. Our mission is to make mental healthcare more accessible and help people change their lives in the ways they want. Ash is not designed to be used in crisis. If you are in crisis, please seek out professional help, or a crisis line.",https://www.talktoash.com/,AI,"Slingshot AI is the team behind Ash, the first AI designed for therapy. Our mission is to make mental healthcare more accessible and help people change their lives in the ways they want. Ash is not designed to be used in crisis. If you are in crisis, please seek out professional help, or a crisis line.",Startups Gallery,1.0,,"Andreessen Horowitz, Felicis, Menlo Ventures, Sv Angel",40000000.0,$40M,Seed
